CustomerKey,CustomerCode,CustomerName,Education,Occupation,Continent,City,State,CountryRegion
1367,12366,"Cox, Stephanie",Bachelors,Management,North America,Ballard,Washington,United States
1378,12377,"Miller, Christopher",Partial High School,Manual,Europe,Bottrop,North Rhine-Westphalia,Germany
1379,12378,"Sanchez, Brianna",Partial College,Clerical,Europe,Ingolstadt,Bavaria,Germany
1380,12379,"Chande, Bridget",Partial College,Clerical,Europe,Hamburg,Hamburg,Germany
1385,12384,"Gutierrez, Jacquelyn",Bachelors,Skilled Manual,Europe,Kiel,Schleswig-Holstein,Germany
1387,12386,"Perry, Katherine",Partial High School,Manual,Europe,Erlangen,Bavaria,Germany
1389,12388,"Kumar, Casey",High School,Manual,Europe,Kiel,Schleswig-Holstein,Germany
1391,12390,"Martinez, Denise",Partial College,Clerical,Europe,Berlin,Berlin,Germany
1397,12396,"Yang, Susan",High School,Manual,Europe,Hof,Bavaria,Germany
1398,12397,"Chapman, Shaun",Partial College,Clerical,Europe,Poing,Bavaria,Germany
1400,12399,"Chapman, Henry",Partial College,Clerical,Europe,Brunswick,Lower Saxony,Germany
1401,12400,"Martin, Andy",Partial College,Clerical,Europe,Essen,North Rhine-Westphalia,Germany
1402,12401,"Rivera, Kimberly",Partial College,Clerical,Europe,Hof,Bavaria,Germany
1407,12406,"Gutierrez, Ross",Graduate Degree,Skilled Manual,Europe,Grevenbroich,North Rhine-Westphalia,Germany
1408,12407,"Raji, Shawn",Graduate Degree,Skilled Manual,Europe,Berlin,Berlin,Germany
1409,12408,"Lu, Jon",Graduate Degree,Skilled Manual,Europe,Saarlouis,Saar,Germany
1410,12409,"Hill, Savannah",Partial College,Clerical,North America,Santa Cruz,California,United States
1411,12410,"Richardson, Mariah",Partial College,Clerical,North America,Beverly Hills,California,United States
1412,12411,"Alexander, Kevin",Partial College,Clerical,North America,Concord,California,United States
1413,12412,"Wright, Mackenzie",Graduate Degree,Skilled Manual,North America,Downey,California,United States
1414,12413,"Gonzales, James",Graduate Degree,Skilled Manual,North America,Olympia,Washington,United States
1415,12414,"Lal, Ethan",Graduate Degree,Skilled Manual,North America,Oregon City,Oregon,United States
1416,12415,"Richardson, Brianna",Graduate Degree,Skilled Manual,North America,W. Linn,Oregon,United States
1417,12416,"Martinez, Veronica",Graduate Degree,Skilled Manual,North America,Bellflower,California,United States
1418,12417,"Bryant, Alexis",Graduate Degree,Skilled Manual,North America,Chula Vista,California,United States
1419,12418,"Hernandez, Robert",High School,Manual,North America,Corvallis,Oregon,United States
1420,12419,"Bell, Destiny",Bachelors,Skilled Manual,North America,Bremerton,Washington,United States
1421,12420,"Hayes, Spencer",Bachelors,Skilled Manual,North America,Milwaukie,Oregon,United States
1422,12421,"Hughes, Cameron",Bachelors,Skilled Manual,North America,Newport Beach,California,United States
1423,12422,"Evans, Hailey",Bachelors,Skilled Manual,North America,Marysville,Washington,United States
1424,12423,"Thompson, Sarah",Partial High School,Clerical,North America,Olympia,Washington,United States
1425,12424,"Mitchell, Rebecca",High School,Manual,North America,Sedro Woolley,Washington,United States
1426,12425,"White, Brandon",High School,Clerical,North America,Walla Walla,Washington,United States
1427,12426,"Cox, Cody",Partial College,Clerical,North America,Lakewood,California,United States
1428,12427,"Stewart, Kimberly",Partial College,Clerical,North America,San Diego,California,United States
1429,12428,"Morris, Sean",Partial College,Clerical,North America,San Gabriel,California,United States
1430,12429,"Black, Melvin",Partial College,Clerical,North America,Concord,California,United States
1433,12432,"Clark, Nathan",Partial College,Clerical,North America,Glendale,California,United States
1434,12433,"Price, Antonio",Partial College,Clerical,North America,San Gabriel,California,United States
1435,12434,"Kumar, Thomas",Partial College,Clerical,North America,Tacoma,Washington,United States
1436,12435,"Zhou, Christy",Partial College,Clerical,North America,Bell Gardens,California,United States
1437,12436,"Diaz, Albert",Partial College,Clerical,North America,Burien,Washington,United States
1438,12437,"Young, Jeremy",Partial College,Clerical,North America,Salem,Oregon,United States
1439,12438,"Rogers, Bailey",Graduate Degree,Skilled Manual,North America,Colma,California,United States
1440,12439,"Bennett, Megan",Partial College,Clerical,North America,Beaverton,Oregon,United States
1441,12440,"Chandra, Francisco",Partial College,Clerical,North America,Burbank,California,United States
1442,12441,"Simmons, Trevor",Partial College,Clerical,North America,Berkeley,California,United States
1443,12442,"Richardson, Allison",Partial College,Clerical,North America,Burbank,California,United States
1444,12443,"James, Garrett",Partial College,Clerical,North America,Burbank,California,United States
1446,12445,"Taylor, Cameron",Partial College,Clerical,North America,Oregon City,Oregon,United States
1447,12446,"Hall, Jasmine",Partial College,Clerical,North America,La Jolla,California,United States
1449,12448,"Cox, Hailey",Graduate Degree,Skilled Manual,North America,Lebanon,Oregon,United States
1451,12450,"Cook, Cody",Graduate Degree,Skilled Manual,North America,Imperial Beach,California,United States
1453,12452,"Sanchez, Sean",Graduate Degree,Skilled Manual,North America,Spokane,Washington,United States
1454,12453,"Bennett, Madison",Graduate Degree,Skilled Manual,North America,W. Linn,Oregon,United States
1455,12454,"Griffin, Samuel",Graduate Degree,Skilled Manual,North America,Bremerton,Washington,United States
1456,12455,"Lewis, Benjamin",Graduate Degree,Skilled Manual,North America,Mill Valley,California,United States
1457,12456,"Chen, Thomas",Graduate Degree,Skilled Manual,North America,Burien,Washington,United States
1458,12457,"Rai, Misty",Graduate Degree,Skilled Manual,North America,Beaverton,Oregon,United States
1459,12458,"Sanchez, Veronica",Bachelors,Clerical,Europe,Bottrop,North Rhine-Westphalia,Germany
1462,12461,"Suri, Ruth",Graduate Degree,Clerical,Europe,Hamburg,Hamburg,Germany
1463,12462,"Suri, Levi",Graduate Degree,Clerical,Europe,Sulzbach Taunus,Saar,Germany
1470,12469,"Srini, Shane",High School,Manual,Europe,Paderborn,North Rhine-Westphalia,Germany
1471,12470,"He, Barbara",High School,Manual,Europe,Berlin,Berlin,Germany
1472,12471,"Zeng, Lacey",Bachelors,Clerical,Europe,Bottrop,North Rhine-Westphalia,Germany
1476,12475,"Carter, Logan",Partial High School,Manual,Europe,Solingen,North Rhine-Westphalia,Germany
1479,12478,"Mehta, Ruben",High School,Manual,Europe,Bottrop,North Rhine-Westphalia,Germany
1480,12479,"Tang, Priscilla",Bachelors,Skilled Manual,Europe,Frankfurt,Hesse,Germany
1482,12481,"Diaz, Victor",Partial High School,Manual,Europe,Berlin,Berlin,Germany
1485,12484,"Suarez, Lori",High School,Manual,Europe,Hamburg,Hamburg,Germany
1488,12487,"Zhu, Willie",High School,Manual,Europe,Salzgitter,Lower Saxony,Germany
1494,12493,"Vazquez, Dwayne",Bachelors,Professional,Europe,Ingolstadt,Bavaria,Germany
1496,12495,"Miller, Lucas",Partial College,Clerical,Europe,Frankfurt,Hesse,Germany
1498,12497,"Kumar, Ashlee",Bachelors,Skilled Manual,Europe,Saarbrücken,Saar,Germany
1499,12498,"Diaz, Eduardo",Bachelors,Skilled Manual,Europe,Hamburg,Hamburg,Germany
1500,12499,"Wang, Heather",High School,Manual,Europe,Munich,Bavaria,Germany
1501,12500,"Vazquez, Kathleen",Partial College,Clerical,Europe,Offenbach am Main,Hesse,Germany
1502,12501,"Sai, Cory",Partial College,Clerical,Europe,Solingen,North Rhine-Westphalia,Germany
1508,12507,"Bell, Ian",Partial College,Clerical,Europe,Solingen,North Rhine-Westphalia,Germany
1513,12512,"Gomez, Carolyn",Partial College,Clerical,Europe,Berlin,Berlin,Germany
1517,12516,"Chander, Shawna",Partial College,Clerical,Europe,Frankfurt,Hesse,Germany
1518,12517,"Watson, Alexa",Partial College,Clerical,Europe,Kassel,Hesse,Germany
1519,12518,"Dominguez, Jacquelyn",Partial College,Clerical,Europe,Solingen,North Rhine-Westphalia,Germany
1522,12521,"Dominguez, Meredith",Partial High School,Manual,Europe,Offenbach am Main,Hesse,Germany
1528,12527,"Rodriguez, José",Graduate Degree,Skilled Manual,North America,Burbank,California,United States
1529,12528,"Wilson, Devin",Graduate Degree,Skilled Manual,North America,Spokane,Washington,United States
1530,12529,"Allen, Isaiah",Graduate Degree,Skilled Manual,North America,Berkeley,California,United States
1532,12531,"Xu, Autumn",Partial College,Clerical,North America,Beaverton,Oregon,United States
1534,12533,"Washington, Luis",Graduate Degree,Management,North America,Walla Walla,Washington,United States
1536,12535,"Kapoor, Clifford",Bachelors,Manual,Europe,Solingen,North Rhine-Westphalia,Germany
1537,12536,"Dominguez, Javier",Bachelors,Manual,Europe,Solingen,North Rhine-Westphalia,Germany
1539,12538,"Blanco, Paula",Graduate Degree,Clerical,Europe,Berlin,Berlin,Germany
1545,12544,"Jordan, Bruce",Bachelors,Manual,Europe,Kiel,Schleswig-Holstein,Germany
1547,12546,"Andersen, Clarence",Bachelors,Clerical,Europe,Mühlheim am Main,Hesse,Germany
1549,12548,"Collins, Alexandra",Partial College,Manual,Europe,Bottrop,North Rhine-Westphalia,Germany
1557,12556,"Kapoor, Manuel",Bachelors,Clerical,Europe,Werne,North Rhine-Westphalia,Germany
1559,12558,"Evans, Amanda",Bachelors,Clerical,Europe,Bottrop,North Rhine-Westphalia,Germany
1592,12591,"Madan, Meredith",Graduate Degree,Clerical,Europe,Berlin,Berlin,Germany
1601,12600,"Romero, Larry",Graduate Degree,Clerical,Europe,Eilenburg,Saxony,Germany
1605,12604,"Lee, Nathan",Bachelors,Clerical,Europe,Darmstadt,Hesse,Germany
1606,12605,"Cooper, Carol",Bachelors,Clerical,Europe,Saarlouis,Saar,Germany
1617,12616,"Tang, Kelsey",Partial College,Manual,Europe,Munich,Bavaria,Germany
1618,12617,"Ma, Jake",Partial College,Manual,Europe,Hanover,Lower Saxony,Germany
1625,12624,"Xu, Jamie",Partial College,Manual,Europe,Frankfurt,Hesse,Germany
1630,12629,"Nara, Russell",Partial College,Manual,Europe,Hamburg,Hamburg,Germany
1637,12636,"Salah, Tamer",Bachelors,Management,Europe,Berlin,Berlin,Germany
1639,12638,"Brooks, Sebastian",Partial College,Professional,Europe,Frankfurt,Hesse,Germany
1644,12643,"Perez, Kristina",Bachelors,Management,Europe,Stuttgart,Baden-Wuerttemberg,Germany
1647,12646,"Xu, Kenneth",High School,Professional,Europe,Bonn,North Rhine-Westphalia,Germany
1658,12657,"Blanco, Audrey",High School,Management,Europe,Grevenbroich,North Rhine-Westphalia,Germany
1710,12709,"Rodriguez, Ian",Bachelors,Management,North America,San Carlos,California,United States
1713,12712,"Romero, Arthur",Partial High School,Manual,Europe,Munich,Bavaria,Germany
1714,12713,"Xie, Deborah",Partial High School,Manual,Europe,Offenbach am Main,Hesse,Germany
1715,12714,"Lu, Colleen",Partial College,Clerical,Europe,Hanover,Lower Saxony,Germany
1722,12721,"Martinez, Rebekah",Partial College,Clerical,Europe,Saarlouis,Saar,Germany
1723,12722,"Gomez, Latasha",Partial High School,Manual,Europe,Bottrop,North Rhine-Westphalia,Germany
1725,12724,"Martin, Eddie",Partial High School,Manual,Europe,Munster,North Rhine-Westphalia,Germany
1726,12725,"James, Gabrielle",Partial High School,Manual,Europe,Neunkirchen,North Rhine-Westphalia,Germany
1727,12726,"Goel, Kurt",Partial High School,Manual,Europe,Ingolstadt,Bavaria,Germany
1729,12728,"Stewart, Jeremiah",Partial College,Clerical,Europe,Frankfurt,Hesse,Germany
1732,12731,"Murphy, Steven",High School,Manual,Europe,Werne,North Rhine-Westphalia,Germany
1736,12735,"Mehta, Donald",Partial High School,Manual,Europe,Essen,North Rhine-Westphalia,Germany
1737,12736,"Ruiz, Diana",Partial High School,Manual,Europe,Frankfurt,Hesse,Germany
1739,12738,"Rubio, Melinda",Bachelors,Skilled Manual,Europe,Berlin,Berlin,Germany
1742,12741,"Sam, Raymond",High School,Manual,Europe,Stuttgart,Baden-Wuerttemberg,Germany
1743,12742,"Martinez, Samantha",Partial College,Clerical,Europe,Solingen,North Rhine-Westphalia,Germany
1748,12747,"Hu, Colleen",Partial High School,Manual,Europe,Hamburg,Hamburg,Germany
1752,12751,"Xu, Priscilla",Partial College,Clerical,Europe,Erlangen,Bavaria,Germany
1758,12757,"Ramirez, Sara",Partial College,Clerical,North America,Edmonds,Washington,United States
1759,12758,"Ramirez, Stephanie",Bachelors,Skilled Manual,North America,Kirkland,Washington,United States
1760,12759,"Sanders, Jada",Graduate Degree,Skilled Manual,North America,Seattle,Washington,United States
1762,12761,"Richardson, Alexandra",Graduate Degree,Skilled Manual,North America,Woodburn,Oregon,United States
1763,12762,"Smith, Jonathan",Bachelors,Skilled Manual,North America,Spring Valley,California,United States
1765,12764,"Harris, Alexandra",Partial College,Clerical,North America,Tacoma,Washington,United States
1767,12766,"Bryant, Jordyn",Partial High School,Clerical,North America,Corvallis,Oregon,United States
1768,12767,"Robinson, Christopher",High School,Clerical,North America,Yakima,Washington,United States
1769,12768,"Chapman, Johnathan",High School,Clerical,North America,Colma,California,United States
1770,12769,"Zhang, Thomas",Partial College,Clerical,North America,Olympia,Washington,United States
1771,12770,"Evans, Charles",Partial College,Clerical,North America,Los Angeles,California,United States
1772,12771,"Thomas, Morgan",Partial College,Clerical,North America,Spring Valley,California,United States
1773,12772,"Clark, Abigail",Partial College,Clerical,North America,Everett,Washington,United States
1774,12773,"Taylor, Samantha",Partial College,Clerical,North America,Bellingham,Washington,United States
1775,12774,"Gao, Kristen",Partial College,Clerical,North America,Burlingame,California,United States
1776,12775,"Griffin, Connor",Partial College,Clerical,North America,Palo Alto,California,United States
1777,12776,"Campbell, Blake",Graduate Degree,Skilled Manual,North America,Yakima,Washington,United States
1778,12777,"Anderson, Joseph",Partial College,Clerical,North America,Lynnwood,Washington,United States
1779,12778,"Morgan, Connie",Partial College,Clerical,North America,Santa Cruz,California,United States
1780,12779,"Rogers, Mason",Partial College,Clerical,North America,Yakima,Washington,United States
1790,12789,"Zeng, Jamie",Partial College,Clerical,North America,Burlingame,California,United States
1791,12790,"Kumar, Brandon",Graduate Degree,Skilled Manual,North America,Lemon Grove,California,United States
1792,12791,"Foster, Angelica",Graduate Degree,Skilled Manual,North America,Long Beach,California,United States
1793,12792,"White, Blake",Graduate Degree,Skilled Manual,North America,Bremerton,Washington,United States
1794,12793,"Guo, Jessie",Graduate Degree,Skilled Manual,North America,Chula Vista,California,United States
1795,12794,"Jackson, Megan",Graduate Degree,Skilled Manual,North America,Woodburn,Oregon,United States
1797,12796,"Zhang, Jason",Graduate Degree,Skilled Manual,North America,Bremerton,Washington,United States
1798,12797,"Howard, Patrick",Graduate Degree,Skilled Manual,North America,West Covina,California,United States
1800,12799,"Chandra, George",Bachelors,Clerical,Europe,Neunkirchen,North Rhine-Westphalia,Germany
1801,12800,"Chen, Lacey",Bachelors,Clerical,Europe,Leipzig,Saxony,Germany
1802,12801,"Browning, Melody",Bachelors,Clerical,Europe,Erlangen,Bavaria,Germany
1803,12802,"Sun, Alan",Bachelors,Clerical,Europe,Stuttgart,Baden-Wuerttemberg,Germany
1807,12806,"Zeng, Ronnie",Graduate Degree,Clerical,Europe,Munich,Bavaria,Germany
1808,12807,"Kumar, Nina",Graduate Degree,Clerical,Europe,Offenbach am Main,Hesse,Germany
1810,12809,"Navarro, Michele",Partial College,Manual,Europe,Grevenbroich,North Rhine-Westphalia,Germany
1811,12810,"Stewart, Chase",Bachelors,Clerical,Europe,Werne,North Rhine-Westphalia,Germany
1812,12811,"Serrano, Marc",Partial College,Manual,Europe,Salzgitter,Lower Saxony,Germany
1814,12813,"Ramos, Reginald",Bachelors,Clerical,Europe,Dresden,Saxony,Germany
1815,12814,"Sharma, Casey",Bachelors,Clerical,Europe,Essen,North Rhine-Westphalia,Germany
1816,12815,"Mehta, Dominique",Bachelors,Clerical,Europe,Munich,Bavaria,Germany
1817,12816,"Mehta, Tammy",Partial High School,Manual,Europe,Munich,Bavaria,Germany
1823,12822,"James, Alexandra",Bachelors,Clerical,Europe,Werne,North Rhine-Westphalia,Germany
1826,12825,"Hu, Kelvin",Bachelors,Skilled Manual,Europe,Hamburg,Hamburg,Germany
1827,12826,"Gonzalez, Caleb",Partial High School,Manual,Europe,Kassel,Hesse,Germany
1828,12827,"Raje, Nicolas",High School,Manual,Europe,Saarbrücken,Saar,Germany
1829,12828,"Rubio, Carol",Partial High School,Manual,Europe,Saarlouis,Saar,Germany
1830,12829,"Li, Micah",High School,Manual,Europe,Sulzbach Taunus,Saar,Germany
1832,12831,"Lal, Kathryn",High School,Manual,Europe,Poing,Bavaria,Germany
1833,12832,"Prasad, Douglas",High School,Manual,Europe,Berlin,Berlin,Germany
1834,12833,"Goel, Sheena",High School,Manual,Europe,Berlin,Berlin,Germany
1836,12835,"Yuan, Karl",Partial High School,Manual,Europe,Ingolstadt,Bavaria,Germany
1838,12837,"Anderson, Nicole",Partial College,Manual,Europe,Hof,Bavaria,Germany
1839,12838,"Beck, Ralph",Bachelors,Professional,Europe,Neunkirchen,North Rhine-Westphalia,Germany
1845,12844,"Gonzalez, Gerald",Bachelors,Skilled Manual,Europe,Munster,North Rhine-Westphalia,Germany
1846,12845,"Torres, Angela",Bachelors,Skilled Manual,Europe,Solingen,North Rhine-Westphalia,Germany
1847,12846,"Nara, Bridget",Partial College,Clerical,Europe,Bottrop,North Rhine-Westphalia,Germany
1851,12850,"Raji, Johnny",High School,Manual,Europe,Frankfurt,Hesse,Germany
1853,12852,"Carlson, Teresa",Partial College,Clerical,Europe,Stuttgart,Baden-Wuerttemberg,Germany
1859,12858,"Mehta, Adriana",Partial College,Clerical,Europe,Berlin,Berlin,Germany
1864,12863,"Zhang, Caleb",Partial College,Clerical,Europe,Paderborn,North Rhine-Westphalia,Germany
1868,12867,"Ye, Laura",Partial High School,Manual,Europe,Paderborn,North Rhine-Westphalia,Germany
1871,12870,"Munoz, Tyrone",Partial High School,Manual,Europe,Bonn,North Rhine-Westphalia,Germany
1873,12872,"Hughes, Olivia",Partial College,Clerical,Europe,Erlangen,Bavaria,Germany
1876,12875,"Ross, Brianna",Graduate Degree,Skilled Manual,North America,Bellingham,Washington,United States
1877,12876,"Robinson, Blake",Graduate Degree,Skilled Manual,North America,Oakland,California,United States
1878,12877,"Williams, Alexander",Graduate Degree,Skilled Manual,North America,Sedro Woolley,Washington,United States
1879,12878,"Sun, Gilbert",High School,Skilled Manual,North America,Beverly Hills,California,United States
1880,12879,"Nelson, Elijah",Graduate Degree,Skilled Manual,North America,Los Angeles,California,United States
1882,12881,"Edwards, Isabella",Graduate Degree,Skilled Manual,North America,Burbank,California,United States
1883,12882,"Allen, Eduardo",Graduate Degree,Skilled Manual,North America,San Carlos,California,United States
1884,12883,"Bailey, Stephanie",Graduate Degree,Skilled Manual,North America,Coronado,California,United States
1885,12884,"Williams, Megan",Graduate Degree,Skilled Manual,North America,Woodland Hills,California,United States
1886,12885,"Anderson, Jonathan",Graduate Degree,Skilled Manual,North America,San Francisco,California,United States
1887,12886,"Long, Jocelyn",Graduate Degree,Skilled Manual,North America,San Diego,California,United States
1888,12887,"Pal, Brendan",Graduate Degree,Skilled Manual,North America,Bellflower,California,United States
1889,12888,"Barnes, Melissa",Graduate Degree,Skilled Manual,North America,Lake Oswego,Oregon,United States
1890,12889,"Adams, James",Graduate Degree,Skilled Manual,North America,Portland,Oregon,United States
1891,12890,"Thorpe, Steven",Graduate Degree,Skilled Manual,North America,Novato,California,United States
1892,12891,"King, Kaylee",Graduate Degree,Skilled Manual,North America,Oregon City,Oregon,United States
1894,12893,"Foster, Brittany",Graduate Degree,Professional,North America,Redwood City,California,United States
1895,12894,"Walker, Natalie",Graduate Degree,Professional,North America,Santa Cruz,California,United States
1897,12896,"Wood, Victoria",Bachelors,Skilled Manual,North America,Corvallis,Oregon,United States
1898,12897,"Wilson, Alyssa",Bachelors,Skilled Manual,North America,Burbank,California,United States
1899,12898,"Campbell, Madeline",Bachelors,Skilled Manual,North America,Burbank,California,United States
1900,12899,"Ross, Ana",Bachelors,Skilled Manual,North America,Glendale,California,United States
1901,12900,"Ward, Carlos",Graduate Degree,Professional,North America,Palo Alto,California,United States
1902,12901,"Adams, Robert",Bachelors,Skilled Manual,North America,W. Linn,Oregon,United States
1905,12904,"Jai, Thomas",Bachelors,Skilled Manual,North America,Chula Vista,California,United States
1906,12905,"Sanchez, Alexandra",Graduate Degree,Professional,North America,Lynnwood,Washington,United States
1907,12906,"Ramos, Philip",Graduate Degree,Professional,North America,Burien,Washington,United States
1908,12907,"Bryant, Julia",Graduate Degree,Professional,North America,Kirkland,Washington,United States
1909,12908,"Clark, Tyler",Graduate Degree,Professional,North America,Renton,Washington,United States
1910,12909,"Shan, Kelsey",Graduate Degree,Professional,North America,Berkeley,California,United States
1922,12921,"Lee, Wyatt",Bachelors,Skilled Manual,North America,Imperial Beach,California,United States
1923,12922,"Sanders, Jennifer",Bachelors,Skilled Manual,North America,Palo Alto,California,United States
1924,12923,"Wright, Fernando",Bachelors,Skilled Manual,North America,Mill Valley,California,United States
1925,12924,"Chande, Devon",Bachelors,Skilled Manual,North America,Beverly Hills,California,United States
1926,12925,"Blue, Mackenzie",Graduate Degree,Professional,North America,Burbank,California,United States
1927,12926,"Murphy, Sara",Graduate Degree,Professional,North America,Lakewood,California,United States
1930,12929,"Bryant, Vanessa",Graduate Degree,Professional,North America,Corvallis,Oregon,United States
1931,12930,"Harris, Grace",Graduate Degree,Professional,North America,Everett,Washington,United States
1932,12931,"Fernandez, Ann",Graduate Degree,Professional,North America,Chula Vista,California,United States
1933,12932,"Johnson, Tyler",Graduate Degree,Professional,North America,Colma,California,United States
1934,12933,"Hall, Jonathan",Graduate Degree,Professional,North America,Colma,California,United States
1935,12934,"Foster, Jason",Graduate Degree,Professional,North America,Lincoln Acres,California,United States
1936,12935,"Hill, Robert",Graduate Degree,Professional,North America,Newport Beach,California,United States
1938,12937,"Wilson, Megan",Bachelors,Professional,North America,Seattle,Washington,United States
1939,12938,"Parker, Edward",Bachelors,Professional,North America,Spokane,Washington,United States
1941,12940,"Rogers, Steven",Bachelors,Skilled Manual,North America,Santa Monica,California,United States
1942,12941,"Morgan, Maria",Bachelors,Skilled Manual,North America,Lynnwood,Washington,United States
1943,12942,"Harris, Morgan",Bachelors,Skilled Manual,North America,Downey,California,United States
1944,12943,"Perez, Caleb",Bachelors,Skilled Manual,North America,Grossmont,California,United States
1947,12946,"Allen, Seth",Graduate Degree,Professional,North America,Puyallup,Washington,United States
1948,12947,"Sanchez, Isaiah",Bachelors,Professional,North America,Bellflower,California,United States
1949,12948,"Kumar, Adam",Bachelors,Skilled Manual,North America,Glendale,California,United States
1950,12949,"Rivera, Morgan",Bachelors,Skilled Manual,North America,Salem,Oregon,United States
1951,12950,"Adams, Mary",Bachelors,Skilled Manual,North America,Milwaukie,Oregon,United States
1952,12951,"Simmons, Blake",Bachelors,Professional,North America,W. Linn,Oregon,United States
1953,12952,"Hughes, Jennifer",Bachelors,Professional,North America,Lemon Grove,California,United States
1954,12953,"Cooper, Catherine",Graduate Degree,Professional,North America,Spokane,Washington,United States
1955,12954,"Diaz, Pedro",Bachelors,Professional,North America,Burien,Washington,United States
1956,12955,"Hernandez, Theresa",Bachelors,Professional,North America,Burlingame,California,United States
1957,12956,"Sun, Marshall",Bachelors,Professional,North America,Cincinnati,Ohio,United States
1958,12957,"Lopez, Isabella",Bachelors,Professional,North America,Spring Valley,California,United States
1959,12958,"Campbell, Jennifer",Bachelors,Professional,North America,Spokane,Washington,United States
1961,12960,"Lewis, Ashley",Bachelors,Professional,North America,Torrance,California,United States
1962,12961,"Murphy, Kimberly",Partial College,Skilled Manual,North America,Beaverton,Oregon,United States
1963,12962,"Edwards, Jennifer",Partial College,Skilled Manual,North America,Newport Beach,California,United States
1964,12963,"Anderson, Marcus",Partial College,Skilled Manual,North America,Oregon City,Oregon,United States
1966,12965,"Bell, Cody",High School,Skilled Manual,North America,National City,California,United States
1967,12966,"Zhu, Dennis",High School,Skilled Manual,North America,Beverly Hills,California,United States
1968,12967,"Rodriguez, Fernando",High School,Skilled Manual,North America,Lincoln Acres,California,United States
1969,12968,"Butler, Paige",Partial College,Skilled Manual,North America,W. Linn,Oregon,United States
1972,12971,"Nara, Carl",Bachelors,Professional,North America,Colma,California,United States
1974,12973,"Howard, Adrian",Partial College,Skilled Manual,North America,Redmond,Washington,United States
1975,12974,"Gill, Marc",Graduate Degree,Professional,North America,Chula Vista,California,United States
1976,12975,"Wilson, Marcus",Graduate Degree,Professional,North America,Coronado,California,United States
1977,12976,"Thompson, Hunter",Graduate Degree,Professional,North America,Long Beach,California,United States
1978,12977,"Johnson, Destiny",Graduate Degree,Professional,North America,Los Angeles,California,United States
1979,12978,"James, Danielle",High School,Skilled Manual,North America,Burbank,California,United States
1980,12979,"Ward, Christina",Partial College,Skilled Manual,North America,Spokane,Washington,United States
1981,12980,"Moyer, Max",Graduate Degree,Professional,North America,Burien,Washington,United States
1982,12981,"Sanz, Joe",Graduate Degree,Professional,North America,Burlingame,California,United States
1983,12982,"Patterson, Brittany",Partial College,Skilled Manual,North America,Coronado,California,United States
1984,12983,"Carter, Gabriella",Bachelors,Professional,North America,Imperial Beach,California,United States
1986,12985,"Roberts, Hailey",Graduate Degree,Professional,North America,Long Beach,California,United States
2015,13014,"Clark, James",Bachelors,Management,North America,Edmonds,Washington,United States
2016,13015,"Parker, Rebecca",Bachelors,Management,North America,Lake Oswego,Oregon,United States
2017,13016,"Bryant, Antonio",Graduate Degree,Management,North America,Walla Walla,Washington,United States
2018,13017,"Alexander, Xavier",Partial College,Skilled Manual,North America,Concord,California,United States
2020,13019,"Murphy, Destiny",Partial College,Skilled Manual,North America,San Carlos,California,United States
2029,13028,"Thompson, Dalton",Partial College,Skilled Manual,North America,Lynnwood,Washington,United States
2030,13029,"Foster, Jennifer",Partial College,Skilled Manual,North America,Port Orchard,Washington,United States
2031,13030,"Lopez, Sophia",Partial College,Skilled Manual,North America,Coronado,California,United States
2032,13031,"Shan, Hunter",Partial College,Skilled Manual,North America,Lemon Grove,California,United States
2033,13032,"Baker, Kevin",Partial College,Skilled Manual,North America,National City,California,United States
2040,13039,"Ma, Trisha",Partial College,Skilled Manual,North America,Coronado,California,United States
2056,13055,"Gray, Patrick",High School,Skilled Manual,North America,Lebanon,Oregon,United States
2057,13056,"Blue, Morgan",High School,Skilled Manual,North America,Woodburn,Oregon,United States
2058,13057,"Powell, Destiny",High School,Skilled Manual,North America,Berkeley,California,United States
2059,13058,"Huang, Ramon",High School,Skilled Manual,North America,Chula Vista,California,United States
2060,13059,"Deng, Keith",High School,Skilled Manual,North America,Colma,California,United States
2061,13060,"Zhu, Eugene",High School,Skilled Manual,North America,Concord,California,United States
2067,13066,"Perry, Carson",High School,Skilled Manual,North America,Lake Oswego,Oregon,United States
2068,13067,"Garcia, Olivia",High School,Skilled Manual,North America,Burien,Washington,United States
2069,13068,"Morris, Alexandria",High School,Skilled Manual,North America,Bellflower,California,United States
2070,13069,"Green, Adam",High School,Skilled Manual,North America,Bellingham,Washington,United States
2071,13070,"Clark, Emma",Partial College,Skilled Manual,North America,Lake Oswego,Oregon,United States
2073,13072,"Rogers, Emma",Partial College,Professional,North America,Lebanon,Oregon,United States
2074,13073,"Lopez, Sydney",Partial College,Professional,North America,Santa Cruz,California,United States
2075,13074,"Hughes, Grace",Partial College,Professional,North America,Spring Valley,California,United States
2084,13083,"Butler, Jordyn",Partial College,Professional,North America,Walla Walla,Washington,United States
2086,13085,"Harris, Daniel",Partial High School,Skilled Manual,North America,Bremerton,Washington,United States
2087,13086,"Nelson, Blake",Partial College,Professional,North America,Lynnwood,Washington,United States
2088,13087,"Collins, Jeremy",Partial College,Professional,North America,Oregon City,Oregon,United States
2089,13088,"Powell, Megan",Partial College,Professional,North America,Sedro Woolley,Washington,United States
2093,13092,"Walker, William",Graduate Degree,Management,North America,Palo Alto,California,United States
2148,13147,"Lin, Cedric",High School,Skilled Manual,North America,Burbank,California,United States
